beer_beerid,beer_style,beer_style_id,beer_name
7360,English Bitter,43,Crystal Bitter Ale
75856,American IPA,12,Grunge IPA
75940,English Stout,50,Raggea Stout
75267,Kölsch,73,Celtic Mater
75269,Belgian IPA,23,Jungle Ale
49490,American Pale Ale (APA),14,Solar Winds
47171,Cream Ale,35,Gonzaga Ale
38537,Cream Ale,35,Créme Ale
26646,Fruit / Vegetable Beer,60,Blueberry Ale
12421,American Amber / Red Ale,2,Amber Ale
23649,American Stout,18,Stellar Stout
53366,American Blonde Ale,6,Bulldog Ale
31453,American Pale Wheat Ale,16,Summer Wheat Ale
13009,American Pale Ale (APA),14,Pale Ale
75292,American IPA,12,Horned Aviator
49815,American Wild Ale,20,Whiskey Sour Dunkel
38601,Märzen / Oktoberfest,82,Copper Fest
39084,American Double / Imperial IPA,9,14 Year Anniversary Ale
36257,American Amber / Red Ale,2,Eagle Brew
63740,American Double / Imperial IPA,9,17 Year Anniversary Ale
27982,Winter Warmer,102,Winter Ale
11226,Cream Ale,35,Copper Creme Ale
72004,Cream Ale,35,Independence Ale
18642,American Amber / Red Ale,2,Mootsy's Loudmouth Soup
53362,American IPA,12,16 Year Anniversary Ale
33772,American Double / Imperial IPA,9,13th Anniversary Imperial India Pale Ale
26651,American IPA,12,12 Year Anniversary Ale
13282,Pumpkin Ale,85,King Don's Original Pumpkin Ale
42414,American Amber / Red Ale,2,Longhorn Ale
17162,Munich Dunkel Lager,80,Chocolate Dunkel
58776,Saison / Farmhouse Ale,92,Le Sexxxy Saison
14591,American Pale Wheat Ale,16,King Karma Ale
14592,American Porter,17,King Coconut Porter
37952,American Black Ale,5,Blackwater Uber Pale Ale
25101,Cream Ale,35,Farmer Ted's Cream Ale
63654,Flanders Oud Bruin,57,Oakey Dokey
32371,American IPA,12,Whiskey River IPA
8950,American IPA,12,Firewater IPA
14413,English Brown Ale,44,Brown Bear Ale
38408,American Stout,18,Bier De Clam
41844,American Stout,18,Whiskey River Stout
73052,American Wild Ale,20,Momotaro
55375,Witbier,103,White Zombie Ale
60696,English Brown Ale,44,Bears 'n Roses
6150,American Stout,18,Honest Injun Stout
76780,Scotch Ale / Wee Heavy,94,The Hooligan King
47245,American Stout,18,Hyper Monkey Java Stout
14589,American Amber / Red Ale,2,Indian Red Head
27828,American Stout,18,Oak Aged Stout
40140,Saison / Farmhouse Ale,92,Farmer Ted's Farmhouse Ale
74146,Belgian Strong Dark Ale,25,Cleopatra
66498,American Pale Ale (APA),14,Mothertrucker Pale Ale
5181,American Adjunct Lager,1,Club Premium Lager
64212,American Porter,17,Candy Cane Porter
54295,Euro Pale Lager,53,Stone Strong Lager
17124,American Strong Ale,19,Brulle
17059,Light Lager,76,Rege
66024,Vienna Lager,99,Zahre Rossa Vienna
30199,Herbed / Spiced Beer,66,Zahre Canapa
28469,German Pilsener,61,Zahre Chiara Pilsen
28100,Rauchbier,87,Zahre Affumicata
66619,American IPA,12,Kirkland Signature India Pale Ale
48555,American Pale Ale (APA),14,Kirkland Signature Pale Ale
1598,American Pale Ale (APA),14,Old Slugger
66603,Witbier,103,Kirkland Signature Belgian White
178,English Stout,50,Strike Out Stout
7694,Belgian Strong Dark Ale,25,La Binchoise Brune Tradition
58127,American IPA,12,American Oak Aged Pt Defiance IPA
26007,Belgian Strong Dark Ale,25,Gribousine D'Hiver
13152,Belgian Strong Pale Ale,26,La Binchoise Bière Des Ours (Berenbier)
72428,American Amber / Red Ale,2,Imperial Red Ale
20022,Belgian Pale Ale,24,La Binchoise La Belge Biere Speciale
61003,Tripel,98,La Binchoise Triple
64924,Tripel,98,Belgoo Arbo
55975,Belgian IPA,23,Belgoo Luppo
23118,Dubbel,39,La Cisterciènne Bruna
13153,Belgian Strong Pale Ale,26,La Binchoise Flora  Bière De Printemps
30550,Belgian Pale Ale,24,Eulogy's Busty Blonde
4372,American Porter,17,Puget Sound Porter
61745,Milk / Sweet Stout,79,Woodrow's Imperial Milk Stout
7693,Belgian Pale Ale,24,La Binchoise Blonde Tradition
25181,Belgian Strong Dark Ale,25,Gribousine Malonne Brune
1599,English India Pale Ale (IPA),46,Back Yard India Pale Ale
25214,Belgian Strong Pale Ale,26,Gribousine Malonne Blond
20021,Fruit / Vegetable Beer,60,La Binchoise Rose Des Remparts
48466,Witbier,103,Belgoo Magus
28863,English Barleywine,42,Alexander Gunn Barleywine
75109,Belgian Strong Pale Ale,26,La Binchoise XO
59373,American Pale Ale (APA),14,Ivory Tower Summer Batch #1
59372,American Stout,18,Ivory Tower Endow Mint
24921,American Double / Imperial IPA,9,Green Death
30285,American Amber / Red Lager,3,Happy Jack Ale
29405,American Pale Ale (APA),14,Anniversary Ale
40810,Bock,31,Grace Darling Bock
24922,American Pale Wheat Ale,16,Andromeda Wheat
20112,Weizenbock,100,Dopple Weizen
34798,Winter Warmer,102,Christmas Cheer
20115,Czech Pilsener,36,Albatross Lager
7766,English India Pale Ale (IPA),46,ShanghaIPA
20111,American Pale Lager,15,Emperor Norton Lager
20113,American Stout,18,Alcatraz Stout
69406,American IPA,12,Savage India Pale Ale
76729,English Brown Ale,44,Mnt. Borah Brown
66229,American Pale Lager,15,1871 Lager
57686,English Dark Mild Ale,45,English Dark Mild
57687,Rye Beer,90,Rye IPA
26856,Oatmeal Stout,83,Oatmeal Stout
25252,American Double / Imperial IPA,9,Imperial IPA
73506,American Amber / Red Ale,2,McCarthy Red
43922,Oatmeal Stout,83,Double Barrel Oatmeal Stout
26853,Kölsch,73,Kolsch
53344,Märzen / Oktoberfest,82,Octoberfest
43920,American Double / Imperial Pilsner,10,Imperial Pilsener
25250,American Pale Ale (APA),14,Victory Pale Ale
62829,American Porter,17,Robust Porter
8102,Euro Pale Lager,53,Lech Premium
72733,Belgian Pale Ale,24,Belgian Pale Ale
26854,American Amber / Red Ale,2,Centennial Amber Ale
43923,Belgian Pale Ale,24,Belgian Blonde Ale
12155,Euro Pale Lager,53,Bogemia
40765,English Strong Ale,51,Otro Mundo Strong Red Ale
5182,Fruit / Vegetable Beer,60,REDD'S
39028,English Brown Ale,44,Dog In The Fog
77006,American Pale Ale (APA),14,P5 Pale Ale
74463,American Amber / Red Ale,2,Aguila Del Sur Rubia
40767,English Brown Ale,44,Otro Mundo Nut Brown Ale
52287,English Stout,50,Wapping Stout
42331,English Bitter,43,Wapping Magna 800
42332,English Bitter,43,Wapping Summer Ale
42330,English Bitter,43,Wapping Baltic Gold
57172,American Double / Imperial Stout,11,The Worthy Adversary
56259,English India Pale Ale (IPA),46,Sweet Child Of Vine
64637,American IPA,12,Floridian IPA
56955,Russian Imperial Stout,89,War And Peace
63753,American Amber / Red Ale,2,The Libertine
64542,American Pale Wheat Ale,16,Whole Lotta Love Belgian
64541,American Pale Lager,15,Funky Pelican Pilsner
64540,English Stout,50,Starry Night Stout
64543,American Amber / Red Ale,2,Loggerhead Red
64544,English India Pale Ale (IPA),46,The Rock IPA
62643,California Common / Steam Beer,33,Mighty Tacoma Ale
76088,American IPA,12,Emmons 11
77002,American Stout,18,Oak Aged Stryker
33706,Extra Special / Strong Bitter (ESB),55,Mild Thing
45344,Scottish Gruit / Ancient Herbed Ale,96,Bring Me A Shrubbery Ale
4421,Rye Beer,90,White River Rye
64487,American Double / Imperial Stout,11,Bigwood Oak Aged Stout
69949,Saison / Farmhouse Ale,92,Summer Solstice
70247,American Strong Ale,19,Triple Play
67724,American Porter,17,Mocha Porter
64324,American IPA,12,Bourbon Oak IPA
47783,American Porter,17,Porter Porter
32887,American Amber / Red Ale,2,Harmon's Special Ale
59141,American IPA,12,One Hop Wonder #10 (Citra)
60122,American Pale Ale (APA),14,Summit Trail Pale Ale
47781,Wheatwine,101,Wet Dog Wheat Wine
77003,Fruit / Vegetable Beer,60,Rudolph's Raspberry Yuletide
65397,American Porter,17,Rum Oak Porter
4374,American Double / Imperial IPA,9,Rajah's Royal IPA
67723,Rye Beer,90,Rye PA
45885,American Brown Ale,7,T-Town Maple Brown
39886,American IPA,12,10 Year Clelebration Ale
63968,American Blonde Ale,6,Pumpkin Spice Blonde
4370,American Pale Ale (APA),14,Pinnacle Peak Pale Ale
32676,American IPA,12,One Hop Wonder IPA
75244,American Stout,18,Vanilla Stryker
45887,American IPA,12,One Hop Wonder #4 (Sterling)
31984,Fruit / Vegetable Beer,60,Heart Of Darkness Raspberry Stout
48932,Scottish Ale,95,60 Schilling Scottish Ale
21249,Russian Imperial Stout,89,Sasquatch Imperial Stout
73824,American Porter,17,Expresso Vanilla Porter
74068,American IPA,12,Hoptoberfest
66873,Winter Warmer,102,Bourbon Barrel Aged Winter Warmer
64060,American Double / Imperial IPA,9,Hoppy Holidays
56000,Rye Beer,90,Red Ryeder Ale
52175,American Barleywine,4,Old Clam Digger
33707,Winter Warmer,102,Winter Warmer
45348,Rye Beer,90,Jumpin' Jimi Jack Rye
60408,Witbier,103,White Pass Wit
73823,American IPA,12,French Oak Aged Pt Defiance IPA
64082,California Common / Steam Beer,33,"Mighty Tacoma Ale, V2"
45347,American Dark Wheat Ale,8,Harmon's Killer Brew
4369,Hefeweizen,65,Wollochet Bay Wheat
73202,American Pale Ale (APA),14,Expedi Ale
52171,Cream Ale,35,Cowlitz Cream Ale
32264,Scottish Gruit / Ancient Herbed Ale,96,Braveheart Beir
32265,Fruit / Vegetable Beer,60,Red Wolf Cherry Wheat
60788,American Pale Ale (APA),14,Mojito Pale Ale
37559,Kölsch,73,J.T. Memorial Kolsch
53591,Vienna Lager,99,Vienna Lager
64234,American IPA,12,Rum Oak IPA
66872,American Double / Imperial IPA,9,Commencement Bay
16078,Russian Imperial Stout,89,Black Sea Imperial Stout
63598,American IPA,12,One Hop Wonder Version 12
37126,Scotch Ale / Wee Heavy,94,Old Bog Breath Scotch Ale
56004,Dunkelweizen,40,Delightful Dark Wheat
70012,Belgian IPA,23,Saint Humulus
4373,American IPA,12,Point Defiance IPA
57855,American Black Ale,5,Black Tartan
56001,Irish Dry Stout,67,Diamond Peak Dry Stout
58132,Maibock / Helles Bock,78,Mai Bock
72817,American Pale Ale (APA),14,Summer Honey Surprise
61438,Fruit / Vegetable Beer,60,Rainier Raspberry Wheat
73647,American Stout,18,Stryker
63847,American Pale Ale (APA),14,Rum Oak Pale Ale
32374,American Porter,17,Puget Sound Vanilla Porter
16122,American Adjunct Lager,1,Sakara Gold
38082,German Pilsener,61,El Dorado Premium Pilsener
27586,Euro Pale Lager,53,Stella
27588,Dortmunder / Export Lager,38,Stella Export
27585,Euro Strong Lager,54,Stella Premium
21652,Light Lager,76,Meister
35982,American Malt Liquor,13,Sakara King
27589,Euro Strong Lager,54,Meister Max
27590,American Amber / Red Lager,3,Sakara Red
56740,American IPA,12,Copper Crow IPA
20273,Kölsch,73,'Sconnie Tall Blonde Ale
20274,Altbier,0,'Sconnie Rustic Trail Amber
19833,American Pale Ale (APA),14,'Sconnie Pale Ale
22055,English Pale Ale,47,Olde #7
31778,American Pale Ale (APA),14,Paul's Pale Ale
7046,American Amber / Red Ale,2,Red  7
9758,Belgian Pale Ale,24,Silk Ale
22083,Extra Special / Strong Bitter (ESB),55,PNW ESB
57929,Doppelbock,37,Al's Bock
22054,Cream Ale,35,Queechee Cream Ale
7047,American IPA,12,Champion Reserve IPA
16417,English Brown Ale,44,New Dublin Brown Ale
43877,Witbier,103,Half Wit
47994,American Pale Lager,15,Hanover Lager
59408,Vienna Lager,99,Greg Noonan Memorial Vienna
72587,American Double / Imperial Stout,11,Conan The Destroyer Coffee Stout
17753,Bock,31,Birthday Bock
22053,American Blonde Ale,6,Ice Rock Canadian
16418,Baltic Porter,21,Mick Jack Porter
12304,American Stout,18,RIP Stout
20901,Scotch Ale / Wee Heavy,94,80 Weight Mild Amber Scotch Ale
50978,American Pale Wheat Ale,16,Spring Fest
61060,American Double / Imperial IPA,9,Conan The Destroyer Double IPA
40319,German Pilsener,61,Freiherrn Pils
51426,Munich Helles Lager,81,Klosterhell
2784,Belgian Dark Ale,22,Trafalgar Abbey Belgian Spice Ale
41262,Munich Helles Lager,81,Ursprung
70635,Hefeweizen,65,Aldersbacher Kloster Weisse Hell
54396,Dortmunder / Export Lager,38,Urhell
14243,Czech Pilsener,36,Harbour Gold Premium Pilsner
29727,Bock,31,Trafalgar Bock
36380,Bock,31,Trafalgar Maple Bock
32661,Kristalweizen,71,White Oak Weissbier
14742,Cream Ale,35,Creme Ale
73761,American Pale Ale (APA),14,Trafalgar Hop Nouveau 2011
41315,Rye Beer,90,Trafalgar Oak-Aged Rye
20202,English Pale Ale,47,Trafalgar Celtic Ale
42904,American Dark Wheat Ale,8,Trafalgar Dark Wheat
18533,Extra Special / Strong Bitter (ESB),55,Elora ESB
20199,American Amber / Red Ale,2,Irish Amber Light
8274,Belgian Dark Ale,22,Trafalgar Celebration Ale
37942,American Amber / Red Ale,2,Trafalgar Red Claw Amber Lager
38865,English Porter,49,Trafalgar Peppermint Porter
55936,American IPA,12,Citra
63986,Bock,31,Trafalgar Bock Lager
58540,Fruit / Vegetable Beer,60,Trafalgar Cherry Ale
32711,Fruit / Vegetable Beer,60,Debau Cherry Bitter Ale
54361,American Pale Ale (APA),14,Left Coast Pale Ale
25049,American Amber / Red Ale,2,Portside Amber
21607,Bock,31,Trafalgar Downrigger Double Bock
38866,American Strong Ale,19,Trafalgar Black Bullet
62198,American Pale Ale (APA),14,Trafalgar Hop Nouveau 2010
32222,American Strong Ale,19,Trafalgar Korruptor
14242,American Amber / Red Ale,2,Portside Amber Premium Ale
30682,American Strong Ale,19,Trafalgar Critical Mass
1122,American Pale Ale (APA),14,American Pale Ale
26686,Hefeweizen,65,Granary Wheat Premium Ale
32710,Fruit / Vegetable Beer,60,Strawberry Anti-Social
31630,English Pale Mild Ale,48,Trafalgar Red Hill Mild
74488,American Black Ale,5,Trafalgar India Ink Black Pale Ale
27596,American Pale Lager,15,Elora Grand Lager
8590,Irish Red Ale,68,Paddy's Irish Red
66433,Extra Special / Strong Bitter (ESB),55,Patrick's Pick Extra Special Bitter
33448,Irish Red Ale,68,Ivan's Ale
53159,American Pale Ale (APA),14,Trafalgar Hop Nouveau 2009
959,American Pale Ale (APA),14,Pike Pale Ale
8869,Winter Warmer,102,Winter Warmer
53158,Irish Red Ale,68,Trafalgar Malted Corpse
74145,American Malt Liquor,13,Big Hurt Beer
3365,Belgian Dark Ale,22,Hell For Certain
22169,Kölsch,73,Richmodis Koelsch
39215,Märzen / Oktoberfest,82,Oktoberfest
16469,American Blonde Ale,6,Kentucky Gold
42269,English Bitter,43,Beej's Bitter
47712,American Porter,17,Bourbon Barrel Rye Porter
39360,California Common / Steam Beer,33,Anvil Steam
65764,Dubbel,39,Bourbon Barrel Belgian Style Dubbel
49002,Lambic - Fruit,74,Nut Brown Lambic
24185,Scotch Ale / Wee Heavy,94,Vintage 03 Scottish Wee Heavy
42583,American IPA,12,India Pale Ale
38200,Dunkelweizen,40,Drunkelweizen
10857,Maibock / Helles Bock,78,Helles Bock
22622,American Barleywine,4,Halliburton On Trent
66932,Witbier,103,True Blue
49786,Baltic Porter,21,Bourbon Barrel Russian Imperial Porter
43737,Rye Beer,90,Riley's Rye
69174,Saison / Farmhouse Ale,92,Saison Farmhouse Ale
58053,American Stout,18,Bourbon Barrel Stout (Clay Street Series)
71749,Belgian Strong Dark Ale,25,Bourbon Barrel Hell For Certain
49442,American Strong Ale,19,Bourbon Barrel Big Brown
41532,Old Ale,84,Queen's Knickers
54123,Oatmeal Stout,83,Bourbon Barrel Oatmeal Stout
34637,American Blonde Ale,6,Darby Blonde Ale
41866,Dubbel,39,Dubbel Dribbel
29687,American Double / Imperial Stout,11,Jefferson's Reserve Bourbon Barrel Stout
1123,English Porter,49,Dark Star Porter
3003,American Barleywine,4,Bearded Pat's Barleywine
67839,American Stout,18,Sheltowee Java Dawg Coffee Stout
50929,Rye Beer,90,Oak Aged Rye 75
40336,American Blonde Ale,6,Sheltowee Sunrise Golden Ale
37394,Vienna Lager,99,Vienna Monologue
30929,Smoked Beer,97,Kylee's Smokin' Wheat
52269,Old Ale,84,Bourbon Barrel Old St. Matthews
51532,Scotch Ale / Wee Heavy,94,Bourbon Barrel Scotch Ale
69510,Quadrupel (Quad),86,Bourbon Barrel Quad
55655,American Porter,17,Melby Dick's Great White Porter
41240,Baltic Porter,21,Kick In The Baltic Porter
69250,Wheatwine,101,Chocolate Wheatwine
54265,Old Ale,84,Brandy Barrel Queen's Knickers
40028,American Double / Imperial IPA,9,Sheltowee Hop-A-Lot IPA
5972,Braggot,32,Luna De Miel: Raspberry Meade
61939,Belgian Pale Ale,24,Sully's Belgian Blonde
62529,American IPA,12,Flower Child IPA
34636,Dubbel,39,Etrange De Leah
59736,Bière de Garde,29,Bourbon Barrel Beer De Mars
7324,English Brown Ale,44,Nut Brown Ale
10858,Hefeweizen,65,Summer Wheat
59068,American Double / Imperial IPA,9,Oat Homewrecker
20417,American Double / Imperial IPA,9,Homewrecker
966,American Stout,18,Pike Street XXXXX Stout
18713,Dortmunder / Export Lager,38,Wort Hog Dort
14454,Tripel,98,Mephistopheles' Metamorphosis
27347,American Porter,17,Bourbon Barrel Smoked Porter
1589,American IPA,12,Professor Gesser's Mind Numbing Ale
52095,Lambic - Fruit,74,Blackberry Lambic
64745,Herbed / Spiced Beer,66,Ebenezer's Spiced Ale
48605,Lambic - Fruit,74,Black Cherry Lambic
35378,Oatmeal Stout,83,Heine Brothers Coffee Stout
29227,Wheatwine,101,Batch 1300
18714,Smoked Beer,97,Smoke Of A Beech Smoked IPA
36167,American Porter,17,RIP - Russian Imperial Porter
47710,Old Ale,84,Old St. Matthews
45774,American Double / Imperial Stout,11,Jeffersons Reserve Big Fella Bourbon Barrel Stout
56507,Rye Beer,90,Cascade Hopped Rye 75
65339,American Stout,18,Bourbon Barrel Heine Brothers Coffee Stout
61105,American Barleywine,4,Bourbon Barrel Bearded Pat's Barleywine
27753,Kölsch,73,Kolsch
1681,Extra Special / Strong Bitter (ESB),55,ESB
45922,American Amber / Red Ale,2,Sheltowee 502 Amber Ale
38196,Weizenbock,100,Weizenbock
55601,American IPA,12,Suicide By Hops
45649,Tripel,98,Wormy Trip
19777,American Amber / Red Ale,2,Organic Amber
1124,Czech Pilsener,36,Flatpicker Bohemian Pilsner
49391,American IPA,12,Rye 75
69060,English Barleywine,42,Bourbon Barrel English Style Barleywine
64458,Oatmeal Stout,83,Heine The Elder Double Espresso Stout
69078,Smoked Beer,97,Bourbon Barrel Smoked Bock
20422,Schwarzbier,93,Schwarz Beer
1679,Fruit / Vegetable Beer,60,Frambozen
67578,Munich Helles Lager,81,Bourbon Barrel Munich-Style Helles
16467,Rye Beer,90,Rye Pale Ale
44596,Altbier,0,Amber Ale - German Style Altbier
23616,Scotch Ale / Wee Heavy,94,Scotch Ale
70026,American Brown Ale,7,2 Brewers 1 Pint
15797,American Porter,17,Old Smokey (Black Silk Smoked Porter)
30896,Witbier,103,White Wedding
51158,Lambic - Fruit,74,Pêche Lambic
50525,Lambic - Unblended,75,Quad Lambic
31507,American Porter,17,Foghorn Porter
77032,American Black Ale,5,Fig Mountains First Anniversary Ale
35351,American Stout,18,Espresso Stout
55950,English Brown Ale,44,Mission Nut Brown Ale
63840,American Pale Ale (APA),14,Pissy Pelican Pale Ale
31508,English Bitter,43,English Summer Ale
63835,Witbier,103,White Cap Wit
77066,Saison / Farmhouse Ale,92,Frenchie's Cove
63833,Pumpkin Ale,85,Pint O' Pumpkin Ale
41490,Foreign / Export Stout,59,O Danny Boy Irish Stout
9240,American IPA,12,Pierpont India Pale Ale
77070,Doppelbock,37,'Tis The Seasonator
41492,American Pale Wheat Ale,16,C Street Wheat Ale
9242,American Amber / Red Ale,2,Offshore Amber Ale
9241,Fruit / Vegetable Beer,60,Chocolate Raspberry Stout
49583,American Amber / Red Ale,2,Imperial Red Ale
41491,Irish Red Ale,68,O'Houlihan's Irish Red Ale
51733,American Double / Imperial IPA,9,Two Trees IIPA
9422,Irish Red Ale,68,Dublins Irish Ale
9239,Hefeweizen,65,Hurricane Hefeweizen
32759,American Brown Ale,7,Brockway Brown
53263,Scotch Ale / Wee Heavy,94,Highlander Scotch Ale
50089,American Pale Ale (APA),14,Rye Pale Ale
9238,American Amber / Red Ale,2,Santa Rosa Red
73234,American Wild Ale,20,KB Grand Cru 2008
73239,American Wild Ale,20,KB Grand Cru 2011
73241,Lambic - Unblended,75,KB Grand Cru 2010 - Unblended
73235,American Wild Ale,20,KB Grand Cru 2010 - Oak Aged Cassis
73242,American Porter,17,Lakrids #1 (Piratos)
73237,American Wild Ale,20,KB Grand Cru 2009
73240,American Wild Ale,20,KB Grand Cru 2010 - Kriek
74946,Belgian Dark Ale,22,Viven Bruin
63219,Belgian Pale Ale,24,Viven Ale
62689,Flanders Oud Bruin,57,Kapel Van Viven Bruin
18913,Witbier,103,La Britt Blanche
20038,Belgian Dark Ale,22,Ar-Men Brune
63117,Belgian Pale Ale,24,Britt Blonde-Melen
29198,Witbier,103,Ar-Men Blanche
28096,Belgian Pale Ale,24,Ar-Men Blonde
32621,Belgian Pale Ale,24,La Britt Blonde
19674,Belgian Dark Ale,22,Ar-Men Ambrée
19459,Belgian Pale Ale,24,Ar-Men Dorée
17610,American Dark Wheat Ale,8,Gwiniz Du
23904,Belgian Dark Ale,22,Britt Rousse
36367,American Blonde Ale,6,Cleansing Ale
30034,English Pale Ale,47,Forester Pale Ale
33286,Old Ale,84,Huon Dark Ale
51245,American Blonde Ale,6,Derwent Clear Ale
54411,American IPA,12,Big Red IPA
52239,English Bitter,43,Golden Hare
41647,English Bitter,43,SPA
34416,English Bitter,43,Wild Hare
48313,English Stout,50,Dark Hare
31080,Euro Pale Lager,53,Organic Lager
